IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,label
10,0.0,120.0,0.5,0.0
2,0.0,24.0,0.4583333333333333,1.0
41,0.0,20.0,0.2,0.0
79,1.0,204.0,0.4411764705882353,0.0
9,0.0,11.0,0.1818181818181818,1.0
10,0.0,22.0,0.5909090909090909,0.0
79,0.0,76.0,0.5,0.0
28,0.0,129.0,0.4883720930232558,0.0
66,0.0,38.0,0.2894736842105263,1.0
14,0.0,5.0,0.4,1.0
64,0.0,2.0,0.5,1.0
27,0.0,3.0,0.3333333333333333,1.0
28,0.0,296.0,0.5405405405405406,0.0
79,2.0,289.0,0.4705882352941176,0.0
12,0.0,26.0,0.4230769230769231,1.0
27,1.0,295.0,0.5559322033898305,0.0
12,1.0,166.0,0.4397590361445783,0.0
2,0.0,209.0,0.4401913875598086,0.0
1,0.0,73.0,0.3835616438356164,0.0
6,2.0,310.0,0.532258064516129,0.0
27,3.0,257.0,0.5525291828793775,0.0
27,6.0,247.0,0.5668016194331984,0.0
40,0.0,9.0,0.5555555555555556,1.0
1,0.0,4.0,0.25,1.0
2,0.0,120.0,0.5166666666666667,0.0
79,0.0,8.0,0.125,1.0
71,0.0,10.0,0.4,1.0
70,0.0,90.0,0.5,0.0
68,1.0,75.0,0.44,0.0
14,0.0,7.0,0.2857142857142857,1.0
14,0.0,62.0,0.3064516129032258,1.0
24,0.0,39.0,0.2051282051282051,0.0
18,0.0,160.0,0.41875,0.0
79,0.0,11.0,0.5454545454545454,1.0
79,0.0,127.0,0.5118110236220472,0.0
10,5.0,375.0,0.5546666666666666,0.0
66,0.0,30.0,0.6333333333333333,1.0
6,0.0,18.0,0.4444444444444444,0.0
79,0.0,29.0,0.3793103448275862,1.0
27,0.0,6.0,0.3333333333333333,1.0
46,0.0,19.0,0.4736842105263157,1.0
66,1.0,225.0,0.4666666666666667,0.0
1,1.0,51.0,0.4117647058823529,0.0
68,1.0,236.0,0.4364406779661017,0.0
24,0.0,22.0,0.4090909090909091,0.0
27,0.0,16.0,0.375,1.0
68,0.0,29.0,0.3793103448275862,0.0
79,0.0,19.0,0.2631578947368421,1.0
18,3.0,201.0,0.5422885572139303,0.0
27,0.0,58.0,0.3793103448275862,0.0
37,0.0,321.0,0.4735202492211838,0.0
16,0.0,16.0,0.4375,1.0
24,0.0,49.0,0.4897959183673469,0.0
18,0.0,66.0,0.4545454545454545,0.0
28,5.0,256.0,0.58203125,0.0
1,0.0,63.0,0.492063492063492,0.0
80,0.0,22.0,0.3636363636363636,0.0
28,0.0,71.0,0.4366197183098591,0.0
40,0.0,3.0,0.3333333333333333,1.0
64,0.0,3.0,0.3333333333333333,1.0
41,0.0,174.0,0.4655172413793103,0.0
70,0.0,19.0,0.2631578947368421,1.0
63,0.0,188.0,0.5319148936170213,0.0
52,0.0,2.0,0.5,1.0
74,0.0,13.0,0.1538461538461538,1.0
73,0.0,74.0,0.4459459459459459,1.0
1,1.0,177.0,0.4689265536723164,0.0
12,0.0,7.0,0.2857142857142857,1.0
2,6.0,202.0,0.6534653465346535,0.0
24,0.0,6.0,0.5,0.0
24,2.0,200.0,0.545,0.0
60,0.0,20.0,0.25,1.0
52,0.0,77.0,0.3246753246753247,1.0
42,4.0,287.0,0.5818815331010453,0.0
76,0.0,5.0,0.2,1.0
41,2.0,160.0,0.53125,0.0
66,14.0,382.0,0.6989528795811518,0.0
2,3.0,121.0,0.5950413223140496,0.0
2,1.0,68.0,0.5,0.0
14,0.0,13.0,0.1538461538461538,1.0
1,0.0,9.0,0.4444444444444444,0.0
16,2.0,249.0,0.5542168674698795,0.0
61,0.0,6.0,0.3333333333333333,1.0
57,0.0,5.0,0.4,1.0
32,0.0,13.0,0.3846153846153846,1.0
48,0.0,11.0,0.4545454545454545,0.0
46,0.0,25.0,0.44,0.0
33,0.0,17.0,0.7058823529411765,1.0
30,1.0,261.0,0.5134099616858238,0.0
41,1.0,258.0,0.4961240310077519,0.0
10,0.0,17.0,0.2352941176470588,1.0
62,0.0,24.0,0.3333333333333333,1.0
13,0.0,44.0,0.4545454545454545,0.0
80,0.0,14.0,0.0714285714285714,1.0
26,0.0,8.0,0.5,1.0
79,0.0,5.0,0.2,1.0
41,0.0,67.0,0.4776119402985074,0.0
41,0.0,166.0,0.4819277108433735,0.0
63,0.0,7.0,0.2857142857142857,1.0
30,0.0,124.0,0.4435483870967742,0.0
75,0.0,58.0,0.4137931034482758,1.0
31,0.0,26.0,0.5769230769230769,0.0
30,7.0,283.0,0.5653710247349824,0.0
63,0.0,18.0,0.3888888888888889,0.0
79,1.0,158.0,0.4556962025316455,0.0
79,0.0,10.0,0.4,0.0
72,0.0,23.0,0.4782608695652174,1.0
27,0.0,9.0,0.2222222222222222,1.0
3,2.0,238.0,0.5294117647058824,0.0
7,0.0,38.0,0.4210526315789473,0.0
79,0.0,22.0,0.5454545454545454,0.0
58,0.0,29.0,0.3103448275862069,0.0
37,0.0,4.0,0.25,1.0
2,0.0,25.0,0.36,1.0
79,0.0,18.0,0.3333333333333333,1.0
68,3.0,268.0,0.5335820895522388,0.0
28,0.0,25.0,0.36,1.0
79,0.0,12.0,0.5833333333333334,1.0
30,0.0,105.0,0.5142857142857142,0.0
24,0.0,50.0,0.44,1.0
2,0.0,82.0,0.4146341463414634,0.0
58,0.0,4.0,0.25,1.0
79,0.0,6.0,0.3333333333333333,1.0
1,0.0,2.0,0.5,1.0
14,0.0,12.0,0.3333333333333333,1.0
42,0.0,23.0,0.2608695652173913,1.0
10,0.0,32.0,0.46875,0.0
37,0.0,5.0,0.4,1.0
28,0.0,12.0,0.5,1.0
79,2.0,190.0,0.5210526315789473,0.0
79,0.0,31.0,0.3870967741935484,1.0
64,0.0,18.0,0.1111111111111111,1.0
73,0.0,19.0,0.4736842105263157,1.0
42,0.0,182.0,0.3956043956043956,0.0
14,2.0,152.0,0.4736842105263157,0.0
3,0.0,193.0,0.4870466321243523,0.0
66,0.0,22.0,0.5454545454545454,1.0
66,0.0,6.0,0.5,0.0
72,0.0,25.0,0.48,1.0
72,5.0,315.0,0.5523809523809524,0.0
72,0.0,4.0,0.5,1.0
45,4.0,182.0,0.6043956043956044,0.0
79,0.0,7.0,0.1428571428571428,1.0
2,0.0,13.0,0.5384615384615384,1.0
27,0.0,8.0,0.375,0.0
79,0.0,53.0,0.3584905660377358,0.0
2,7.0,342.0,0.5877192982456141,0.0
66,0.0,6.0,0.1666666666666666,1.0
2,0.0,17.0,0.4117647058823529,1.0
42,0.0,6.0,0.1666666666666666,1.0
41,0.0,13.0,0.2307692307692307,1.0
2,0.0,96.0,0.4166666666666667,0.0
2,0.0,26.0,0.4615384615384615,1.0
19,3.0,156.0,0.5576923076923077,0.0
37,0.0,58.0,0.3620689655172414,0.0
27,3.0,322.0,0.5124223602484472,0.0
42,0.0,11.0,0.2727272727272727,1.0
27,2.0,162.0,0.5555555555555556,0.0
27,0.0,71.0,0.4507042253521127,0.0
1,0.0,62.0,0.5,0.0
79,0.0,3.0,0.3333333333333333,1.0
79,3.0,211.0,0.5260663507109005,0.0
27,0.0,71.0,0.4788732394366197,0.0
68,4.0,304.0,0.5526315789473685,0.0
79,1.0,153.0,0.5163398692810458,0.0
79,0.0,11.0,0.3636363636363636,1.0
79,0.0,18.0,0.2222222222222222,1.0
79,0.0,29.0,0.4482758620689655,1.0
79,0.0,180.0,0.4722222222222222,0.0
66,5.0,340.0,0.5852941176470589,0.0
37,2.0,210.0,0.5380952380952381,0.0
79,0.0,172.0,0.5058139534883721,0.0
79,2.0,228.0,0.5219298245614035,0.0
79,0.0,5.0,0.4,1.0
79,5.0,253.0,0.5612648221343873,0.0
79,0.0,97.0,0.5051546391752577,0.0
79,0.0,60.0,0.3833333333333333,1.0
6,0.0,24.0,0.5416666666666666,0.0
79,0.0,13.0,0.5384615384615384,0.0
79,0.0,9.0,0.3333333333333333,1.0
83,0.0,63.0,0.3809523809523809,0.0
79,0.0,104.0,0.4615384615384615,0.0
28,0.0,23.0,0.2608695652173913,0.0
72,0.0,3.0,0.3333333333333333,1.0
42,0.0,23.0,0.3043478260869565,1.0
12,0.0,246.0,0.491869918699187,0.0
45,0.0,18.0,0.2222222222222222,1.0
62,3.0,277.0,0.5703971119133574,0.0
41,1.0,158.0,0.4683544303797468,0.0
13,5.0,287.0,0.5749128919860628,0.0
45,0.0,24.0,0.2083333333333333,0.0
14,0.0,66.0,0.3333333333333333,1.0
79,0.0,9.0,0.2222222222222222,1.0
28,4.0,294.0,0.5986394557823129,0.0
18,0.0,50.0,0.42,0.0
2,0.0,9.0,0.4444444444444444,1.0
45,0.0,236.0,0.4788135593220339,0.0
76,1.0,234.0,0.4829059829059829,0.0
2,1.0,54.0,0.4814814814814814,0.0
2,0.0,85.0,0.388235294117647,0.0
2,0.0,21.0,0.2857142857142857,1.0
2,3.0,244.0,0.4672131147540984,0.0
2,1.0,232.0,0.4956896551724138,0.0
71,0.0,2.0,0.5,1.0
17,0.0,32.0,0.46875,1.0
65,0.0,23.0,0.391304347826087,0.0
30,0.0,277.0,0.5342960288808665,0.0
42,0.0,5.0,0.6,1.0
27,1.0,161.0,0.453416149068323,0.0
59,0.0,2.0,0.5,1.0
52,0.0,41.0,0.2439024390243902,1.0
62,0.0,12.0,0.5,1.0
15,0.0,7.0,0.2857142857142857,1.0
42,0.0,6.0,0.5,1.0
10,0.0,52.0,0.4038461538461538,0.0
79,0.0,13.0,0.1538461538461538,0.0
75,0.0,29.0,0.2413793103448276,0.0
64,0.0,9.0,0.2222222222222222,1.0
30,3.0,214.0,0.5046728971962616,0.0
37,0.0,7.0,0.2857142857142857,1.0
41,0.0,9.0,0.4444444444444444,1.0
42,0.0,5.0,0.2,1.0
24,0.0,16.0,0.0625,1.0
30,0.0,6.0,0.1666666666666666,1.0
41,0.0,52.0,0.4807692307692308,1.0
15,0.0,6.0,0.5,1.0
30,0.0,6.0,0.5,1.0
41,0.0,3.0,0.3333333333333333,1.0
35,0.0,23.0,0.3478260869565217,1.0
43,0.0,52.0,0.3269230769230769,1.0
37,0.0,3.0,0.3333333333333333,1.0
41,0.0,54.0,0.3333333333333333,0.0
2,0.0,28.0,0.3571428571428571,1.0
43,0.0,243.0,0.5185185185185185,0.0
10,0.0,4.0,0.25,1.0
80,0.0,59.0,0.288135593220339,0.0
30,0.0,2.0,0.5,1.0
6,0.0,3.0,0.3333333333333333,1.0
43,0.0,24.0,0.3333333333333333,1.0
79,0.0,3.0,0.6666666666666666,1.0
79,0.0,9.0,0.6666666666666666,1.0
79,0.0,25.0,0.4,0.0
12,0.0,7.0,0.1428571428571428,1.0
13,0.0,11.0,0.2727272727272727,1.0
74,0.0,2.0,0.5,1.0
66,0.0,6.0,0.3333333333333333,1.0
77,0.0,2.0,0.5,1.0
43,6.0,328.0,0.5670731707317073,0.0
1,0.0,4.0,0.25,1.0
30,0.0,111.0,0.4684684684684684,0.0
30,0.0,5.0,0.4,1.0
30,0.0,4.0,0.25,1.0
63,0.0,22.0,0.2272727272727272,0.0
63,0.0,13.0,0.0769230769230769,1.0
10,0.0,36.0,0.2777777777777778,1.0
13,0.0,6.0,0.1666666666666666,1.0
1,0.0,4.0,0.5,1.0
77,0.0,37.0,0.3783783783783784,1.0
5,0.0,4.0,0.75,1.0
52,0.0,12.0,0.25,1.0
42,0.0,48.0,0.4166666666666667,0.0
79,0.0,4.0,0.25,1.0
27,0.0,2.0,0.5,1.0
14,0.0,4.0,0.25,1.0
82,0.0,37.0,0.4864864864864865,0.0
10,0.0,2.0,0.5,1.0
1,0.0,74.0,0.4729729729729729,0.0
1,0.0,9.0,0.4444444444444444,1.0
40,0.0,117.0,0.452991452991453,0.0
1,0.0,9.0,0.4444444444444444,1.0
72,0.0,14.0,0.2857142857142857,1.0
76,0.0,6.0,0.3333333333333333,1.0
14,0.0,61.0,0.3114754098360656,1.0
14,0.0,25.0,0.24,1.0
37,0.0,13.0,0.1538461538461538,1.0
42,0.0,5.0,0.2,1.0
60,0.0,5.0,0.2,1.0
6,0.0,43.0,0.3953488372093023,0.0
56,0.0,11.0,0.2727272727272727,1.0
15,0.0,9.0,0.2222222222222222,1.0
79,0.0,76.0,0.4342105263157895,0.0
6,0.0,60.0,0.4666666666666667,0.0
41,0.0,3.0,0.3333333333333333,1.0
76,2.0,130.0,0.5846153846153846,0.0
18,0.0,48.0,0.3333333333333333,0.0
66,0.0,94.0,0.425531914893617,0.0
24,0.0,12.0,0.4166666666666667,1.0
63,0.0,228.0,0.3684210526315789,0.0
27,0.0,5.0,0.4,0.0
30,0.0,125.0,0.464,0.0
30,0.0,3.0,0.6666666666666666,1.0
41,0.0,7.0,0.4285714285714285,1.0
66,0.0,25.0,0.44,0.0
41,0.0,13.0,0.3846153846153846,1.0
28,0.0,8.0,0.125,1.0
41,0.0,13.0,0.4615384615384615,1.0
41,0.0,20.0,0.35,1.0
30,0.0,16.0,0.5625,1.0
16,0.0,44.0,0.4545454545454545,0.0
27,0.0,57.0,0.4736842105263157,0.0
27,1.0,159.0,0.5031446540880503,0.0
7,0.0,43.0,0.4883720930232558,0.0
30,0.0,33.0,0.5454545454545454,0.0
35,0.0,2.0,0.5,1.0
79,3.0,279.0,0.5555555555555556,0.0
2,0.0,26.0,0.3461538461538461,1.0
2,0.0,11.0,0.2727272727272727,1.0
2,0.0,17.0,0.4705882352941176,1.0
2,0.0,8.0,0.375,1.0
42,0.0,5.0,0.2,1.0
18,0.0,14.0,0.4285714285714285,1.0
3,2.0,262.0,0.4961832061068702,0.0
77,0.0,8.0,0.5,1.0
76,0.0,17.0,0.1176470588235294,1.0
37,0.0,160.0,0.43125,0.0
37,0.0,2.0,0.5,1.0
27,0.0,191.0,0.5078534031413613,0.0
79,6.0,249.0,0.5662650602409639,0.0
1,0.0,7.0,0.1428571428571428,1.0
27,0.0,45.0,0.5777777777777777,0.0
28,0.0,3.0,0.3333333333333333,1.0
15,0.0,9.0,0.1111111111111111,1.0
8,5.0,328.0,0.6036585365853658,0.0
2,0.0,10.0,0.4,1.0
18,0.0,26.0,0.2692307692307692,1.0
52,0.0,11.0,0.1818181818181818,1.0
37,0.0,5.0,0.2,1.0
45,0.0,15.0,0.5333333333333333,1.0
1,0.0,25.0,0.4,0.0
79,0.0,3.0,0.3333333333333333,1.0
76,0.0,8.0,0.25,1.0
70,0.0,4.0,0.25,0.0
56,0.0,111.0,0.4774774774774775,0.0
56,0.0,6.0,0.1666666666666666,1.0
24,0.0,13.0,0.3846153846153846,0.0
6,0.0,17.0,0.3529411764705882,0.0
66,10.0,380.0,0.6368421052631579,0.0
79,0.0,4.0,0.25,1.0
64,0.0,9.0,0.4444444444444444,1.0
28,0.0,56.0,0.4821428571428571,0.0
6,0.0,42.0,0.4761904761904761,0.0
28,0.0,3.0,0.3333333333333333,1.0
6,0.0,3.0,0.3333333333333333,1.0
16,0.0,178.0,0.4269662921348314,0.0
27,1.0,317.0,0.4889589905362776,0.0
27,3.0,214.0,0.5373831775700935,0.0
66,1.0,183.0,0.5245901639344263,0.0
28,0.0,3.0,0.3333333333333333,1.0
42,0.0,34.0,0.3823529411764705,1.0
41,0.0,3.0,0.3333333333333333,1.0
28,0.0,4.0,0.25,1.0
41,4.0,308.0,0.5616883116883117,0.0
18,0.0,43.0,0.4883720930232558,1.0
79,0.0,73.0,0.4246575342465753,0.0
41,0.0,6.0,0.3333333333333333,1.0
62,0.0,2.0,0.5,1.0
14,0.0,6.0,0.3333333333333333,1.0
62,0.0,18.0,0.3888888888888889,1.0
66,0.0,11.0,0.5454545454545454,1.0
22,0.0,25.0,0.56,0.0
79,0.0,54.0,0.3888888888888889,1.0
1,0.0,30.0,0.4333333333333333,0.0
60,0.0,64.0,0.453125,0.0
28,0.0,7.0,0.2857142857142857,1.0
10,0.0,103.0,0.4563106796116505,0.0
62,0.0,3.0,0.3333333333333333,1.0
52,0.0,29.0,0.3793103448275862,1.0
79,4.0,272.0,0.5955882352941176,0.0
79,0.0,65.0,0.4923076923076923,0.0
42,0.0,110.0,0.3909090909090909,0.0
13,0.0,139.0,0.539568345323741,0.0
28,0.0,5.0,0.2,1.0
24,0.0,6.0,0.3333333333333333,1.0
41,1.0,189.0,0.5026455026455027,0.0
27,3.0,140.0,0.6,0.0
1,0.0,20.0,0.2,1.0
27,0.0,5.0,0.2,0.0
45,0.0,153.0,0.5359477124183006,0.0
42,0.0,13.0,0.3846153846153846,1.0
42,0.0,82.0,0.4146341463414634,0.0
57,0.0,130.0,0.4461538461538462,0.0
62,0.0,5.0,0.2,1.0
27,0.0,183.0,0.5027322404371585,0.0
40,0.0,2.0,0.5,1.0
41,0.0,14.0,0.2857142857142857,1.0
41,0.0,8.0,0.125,1.0
67,0.0,4.0,0.25,1.0
41,1.0,198.0,0.4393939393939394,0.0
27,0.0,71.0,0.4366197183098591,0.0
24,3.0,247.0,0.5344129554655871,0.0
19,0.0,7.0,0.4285714285714285,1.0
39,0.0,7.0,0.2857142857142857,1.0
39,0.0,9.0,0.4444444444444444,1.0
24,0.0,10.0,0.4,0.0
24,3.0,246.0,0.6016260162601627,0.0
3,0.0,32.0,0.46875,0.0
71,0.0,5.0,0.2,1.0
74,0.0,154.0,0.5194805194805194,0.0
74,0.0,9.0,0.3333333333333333,1.0
79,0.0,3.0,0.3333333333333333,1.0
79,0.0,5.0,0.2,1.0
2,0.0,47.0,0.425531914893617,1.0
2,0.0,7.0,0.4285714285714285,1.0
62,0.0,18.0,0.1666666666666666,1.0
62,0.0,9.0,0.5555555555555556,1.0
26,0.0,38.0,0.4473684210526316,1.0
41,8.0,270.0,0.6592592592592592,0.0
51,0.0,11.0,0.1818181818181818,1.0
64,0.0,5.0,0.4,1.0
3,0.0,34.0,0.4411764705882353,0.0
70,0.0,16.0,0.4375,0.0
3,0.0,58.0,0.5689655172413793,0.0
56,0.0,110.0,0.5454545454545454,0.0
28,2.0,178.0,0.4662921348314606,0.0
1,0.0,127.0,0.4960629921259842,0.0
1,0.0,23.0,0.3478260869565217,1.0
10,0.0,7.0,0.2857142857142857,1.0
66,0.0,2.0,0.5,1.0
24,0.0,11.0,0.4545454545454545,1.0
24,0.0,4.0,0.5,1.0
72,0.0,8.0,0.375,1.0
72,0.0,4.0,0.5,1.0
31,9.0,378.0,0.671957671957672,0.0
2,2.0,213.0,0.5023474178403756,0.0
2,0.0,183.0,0.5245901639344263,0.0
18,0.0,54.0,0.4444444444444444,0.0
41,0.0,11.0,0.4545454545454545,1.0
80,0.0,18.0,0.1666666666666666,1.0
45,3.0,263.0,0.596958174904943,0.0
45,0.0,10.0,0.2,1.0
77,0.0,50.0,0.58,0.0
71,0.0,9.0,0.4444444444444444,1.0
79,0.0,8.0,0.125,1.0
79,0.0,41.0,0.3902439024390244,1.0
79,0.0,22.0,0.4545454545454545,1.0
56,0.0,5.0,0.2,1.0
56,0.0,3.0,0.3333333333333333,1.0
12,0.0,9.0,0.3333333333333333,1.0
10,0.0,11.0,0.3636363636363636,1.0
10,0.0,4.0,0.25,1.0
73,0.0,14.0,0.3571428571428571,1.0
30,2.0,165.0,0.5818181818181818,0.0
14,0.0,11.0,0.2727272727272727,1.0
74,0.0,26.0,0.4230769230769231,1.0
27,0.0,6.0,0.1666666666666666,1.0
41,0.0,7.0,0.4285714285714285,1.0
16,0.0,153.0,0.5816993464052288,0.0
27,0.0,13.0,0.3076923076923077,1.0
71,0.0,111.0,0.5135135135135135,0.0
41,0.0,5.0,0.2,0.0
62,6.0,314.0,0.6019108280254777,0.0
27,0.0,4.0,0.25,1.0
30,0.0,7.0,0.2857142857142857,1.0
30,0.0,3.0,0.3333333333333333,1.0
16,0.0,5.0,0.2,1.0
27,0.0,107.0,0.4392523364485981,0.0
27,0.0,4.0,0.5,1.0
41,0.0,131.0,0.5114503816793893,0.0
40,0.0,9.0,0.3333333333333333,1.0
79,0.0,2.0,0.5,1.0
2,0.0,3.0,0.3333333333333333,1.0
2,0.0,11.0,0.1818181818181818,1.0
66,0.0,2.0,0.5,1.0
41,5.0,317.0,0.5615141955835962,0.0
80,0.0,8.0,0.375,1.0
63,0.0,23.0,0.3478260869565217,1.0
24,0.0,4.0,0.5,1.0
79,0.0,10.0,0.5,1.0
79,0.0,66.0,0.5,0.0
14,0.0,22.0,0.3181818181818182,1.0
70,0.0,10.0,0.3,1.0
70,0.0,7.0,0.2857142857142857,1.0
79,0.0,3.0,0.3333333333333333,1.0
63,0.0,30.0,0.5666666666666667,0.0
41,0.0,17.0,0.4705882352941176,1.0
41,0.0,69.0,0.3333333333333333,0.0
24,0.0,20.0,0.35,0.0
45,0.0,4.0,0.25,1.0
64,0.0,6.0,0.3333333333333333,1.0
17,0.0,37.0,0.4324324324324324,0.0
41,0.0,26.0,0.2692307692307692,1.0
14,0.0,8.0,0.375,1.0
14,0.0,18.0,0.3333333333333333,1.0
72,0.0,4.0,0.25,1.0
41,0.0,21.0,0.238095238095238,1.0
42,0.0,20.0,0.35,1.0
42,1.0,157.0,0.5605095541401274,0.0
12,3.0,284.0,0.5774647887323944,0.0
1,0.0,2.0,0.5,1.0
14,0.0,5.0,0.2,1.0
14,0.0,15.0,0.4,1.0
56,0.0,32.0,0.4375,0.0
27,0.0,4.0,0.5,1.0
41,0.0,39.0,0.3076923076923077,1.0
64,0.0,5.0,0.4,1.0
30,0.0,103.0,0.5436893203883495,0.0
77,0.0,35.0,0.4857142857142857,1.0
74,0.0,3.0,0.3333333333333333,1.0
74,0.0,38.0,0.4736842105263157,0.0
34,0.0,3.0,0.6666666666666666,1.0
2,0.0,3.0,0.3333333333333333,1.0
2,0.0,53.0,0.3962264150943396,1.0
28,0.0,4.0,0.25,1.0
30,0.0,8.0,0.375,1.0
24,0.0,8.0,0.75,0.0
70,0.0,33.0,0.3939393939393939,1.0
28,0.0,7.0,0.2857142857142857,1.0
57,6.0,312.0,0.6057692307692307,0.0
27,0.0,4.0,0.25,1.0
27,0.0,20.0,0.4,0.0
27,0.0,15.0,0.2666666666666666,1.0
66,0.0,10.0,0.1,1.0
41,0.0,94.0,0.4574468085106383,0.0
56,5.0,192.0,0.5729166666666666,0.0
69,0.0,4.0,0.5,1.0
79,0.0,2.0,0.5,1.0
30,1.0,257.0,0.5525291828793775,0.0
64,0.0,2.0,0.5,1.0
10,0.0,5.0,0.2,1.0
60,0.0,5.0,0.4,1.0
27,0.0,3.0,0.6666666666666666,1.0
68,0.0,2.0,0.5,1.0
15,0.0,11.0,0.1818181818181818,1.0
30,0.0,6.0,0.3333333333333333,1.0
34,0.0,4.0,0.5,1.0
13,1.0,193.0,0.5647668393782384,0.0
18,2.0,291.0,0.5154639175257731,0.0
28,0.0,5.0,0.2,1.0
79,0.0,25.0,0.44,1.0
27,0.0,70.0,0.3714285714285714,0.0
14,0.0,15.0,0.1333333333333333,1.0
27,0.0,59.0,0.4745762711864407,0.0
11,0.0,13.0,0.4615384615384615,1.0
37,0.0,6.0,0.3333333333333333,1.0
42,0.0,26.0,0.4615384615384615,1.0
71,1.0,155.0,0.5870967741935483,0.0
79,0.0,5.0,0.2,1.0
14,0.0,77.0,0.3766233766233766,1.0
27,0.0,16.0,0.3125,1.0
10,0.0,5.0,0.2,1.0
72,4.0,251.0,0.6374501992031872,0.0
24,6.0,283.0,0.5512367491166078,0.0
74,0.0,9.0,0.5555555555555556,1.0
62,0.0,16.0,0.1875,1.0
42,0.0,10.0,0.2,1.0
14,0.0,35.0,0.2571428571428571,1.0
50,0.0,11.0,0.1818181818181818,1.0
20,0.0,17.0,0.3529411764705882,1.0
27,0.0,10.0,0.5,0.0
27,0.0,10.0,0.4,1.0
72,0.0,23.0,0.391304347826087,1.0
25,0.0,8.0,0.25,1.0
19,0.0,4.0,0.25,1.0
70,3.0,151.0,0.4900662251655629,0.0
1,0.0,49.0,0.5714285714285714,0.0
75,0.0,45.0,0.4222222222222222,0.0
14,0.0,9.0,0.1111111111111111,1.0
15,0.0,5.0,0.2,1.0
1,2.0,115.0,0.6347826086956522,0.0
66,0.0,6.0,0.3333333333333333,1.0
27,4.0,236.0,0.5550847457627118,0.0
30,0.0,2.0,0.5,1.0
63,0.0,13.0,0.1538461538461538,1.0
8,0.0,11.0,0.1818181818181818,1.0
70,0.0,4.0,0.25,1.0
30,0.0,35.0,0.2571428571428571,0.0
18,0.0,19.0,0.2631578947368421,1.0
37,0.0,5.0,0.2,1.0
37,0.0,7.0,0.2857142857142857,1.0
25,0.0,4.0,0.5,1.0
37,0.0,8.0,0.375,1.0
27,0.0,28.0,0.4285714285714285,0.0
42,0.0,2.0,0.5,1.0
50,0.0,3.0,0.3333333333333333,1.0
27,0.0,3.0,0.3333333333333333,1.0
27,0.0,144.0,0.3958333333333333,0.0
1,0.0,8.0,0.375,1.0
66,0.0,49.0,0.5102040816326531,0.0
76,0.0,41.0,0.3902439024390244,0.0
27,0.0,91.0,0.4615384615384615,0.0
13,0.0,3.0,0.3333333333333333,1.0
12,4.0,273.0,0.5934065934065934,0.0
2,0.0,16.0,0.4375,1.0
27,9.0,219.0,0.6027397260273972,0.0
27,0.0,3.0,0.3333333333333333,1.0
12,0.0,60.0,0.5,1.0
12,0.0,30.0,0.3,1.0
37,0.0,8.0,0.25,1.0
42,0.0,74.0,0.4459459459459459,0.0
55,0.0,47.0,0.3404255319148936,0.0
37,0.0,16.0,0.5,1.0
2,0.0,25.0,0.36,1.0
14,1.0,55.0,0.4727272727272727,0.0
66,0.0,13.0,0.4615384615384615,1.0
40,0.0,22.0,0.3181818181818182,1.0
73,0.0,12.0,0.3333333333333333,1.0
24,2.0,167.0,0.4730538922155688,0.0
64,0.0,7.0,0.2857142857142857,1.0
18,0.0,13.0,0.3846153846153846,1.0
1,1.0,95.0,0.5684210526315789,0.0
37,0.0,7.0,0.2857142857142857,1.0
66,0.0,4.0,0.25,1.0
68,3.0,225.0,0.5555555555555556,0.0
37,0.0,24.0,0.4583333333333333,1.0
27,0.0,60.0,0.3833333333333333,0.0
41,0.0,29.0,0.4137931034482758,1.0
79,0.0,5.0,0.4,1.0
35,0.0,34.0,0.4117647058823529,0.0
79,0.0,26.0,0.3846153846153846,1.0
79,0.0,14.0,0.2857142857142857,1.0
24,2.0,208.0,0.6153846153846154,0.0
79,0.0,5.0,0.2,1.0
79,0.0,34.0,0.3529411764705882,1.0
79,0.0,24.0,0.4583333333333333,1.0
79,0.0,16.0,0.4375,1.0
12,0.0,12.0,0.25,1.0
18,0.0,116.0,0.5258620689655172,0.0
56,0.0,5.0,0.4,1.0
11,0.0,23.0,0.391304347826087,0.0
83,0.0,6.0,0.3333333333333333,1.0
41,0.0,5.0,0.4,1.0
64,0.0,7.0,0.4285714285714285,1.0
79,2.0,143.0,0.4755244755244755,0.0
24,0.0,70.0,0.3857142857142857,0.0
6,3.0,78.0,0.6282051282051282,0.0
47,0.0,9.0,0.5555555555555556,1.0
39,0.0,14.0,0.1428571428571428,1.0
2,6.0,272.0,0.6029411764705882,0.0
66,0.0,135.0,0.5111111111111111,0.0
18,0.0,41.0,0.3170731707317073,1.0
74,0.0,18.0,0.3888888888888889,1.0
26,4.0,172.0,0.622093023255814,0.0
70,0.0,2.0,0.5,1.0
10,1.0,92.0,0.5217391304347826,0.0
79,0.0,10.0,0.3,1.0
30,0.0,27.0,0.3333333333333333,1.0
30,0.0,4.0,0.25,1.0
79,0.0,29.0,0.3103448275862069,1.0
12,0.0,15.0,0.2,1.0
24,0.0,11.0,0.1818181818181818,1.0
27,0.0,90.0,0.4888888888888889,0.0
27,0.0,16.0,0.25,0.0
62,1.0,75.0,0.5733333333333334,0.0
71,0.0,15.0,0.3333333333333333,1.0
79,0.0,17.0,0.3529411764705882,1.0
72,0.0,11.0,0.2727272727272727,1.0
72,0.0,5.0,0.4,1.0
1,0.0,2.0,0.5,1.0
